episode,mean_steps,std_steps
1,350.0,0.0
2,350.0,0.0
3,350.0,0.0
4,350.0,0.0
5,350.0,0.0
6,350.0,0.0
7,350.0,0.0
8,326.5,62.17515581001788
9,350.0,0.0
10,350.0,0.0
11,350.0,0.0
12,350.0,0.0
13,350.0,0.0
14,350.0,0.0
15,350.0,0.0
16,350.0,0.0
17,350.0,0.0
18,350.0,0.0
19,350.0,0.0
20,350.0,0.0
21,350.0,0.0
22,350.0,0.0
23,350.0,0.0
24,350.0,0.0
25,350.0,0.0
26,350.0,0.0
27,350.0,0.0
28,350.0,0.0
29,350.0,0.0
30,350.0,0.0
31,350.0,0.0
32,350.0,0.0
33,350.0,0.0
34,345.75,11.24444307202451
35,350.0,0.0
36,350.0,0.0
37,350.0,0.0
38,350.0,0.0
39,350.0,0.0
40,350.0,0.0
41,350.0,0.0
42,350.0,0.0
43,350.0,0.0
44,350.0,0.0
45,350.0,0.0
46,350.0,0.0
47,350.0,0.0
48,350.0,0.0
49,350.0,0.0
50,350.0,0.0
51,350.0,0.0
52,350.0,0.0
53,350.0,0.0
54,350.0,0.0
55,350.0,0.0
56,350.0,0.0
57,350.0,0.0
58,350.0,0.0
59,350.0,0.0
60,350.0,0.0
61,350.0,0.0
62,350.0,0.0
63,350.0,0.0
64,350.0,0.0
65,350.0,0.0
66,350.0,0.0
67,350.0,0.0
68,350.0,0.0
69,350.0,0.0
70,350.0,0.0
71,350.0,0.0
72,350.0,0.0
73,350.0,0.0
74,350.0,0.0
75,350.0,0.0
76,350.0,0.0
77,350.0,0.0
78,350.0,0.0
79,350.0,0.0
80,350.0,0.0
81,350.0,0.0
82,350.0,0.0
83,350.0,0.0
84,350.0,0.0
85,350.0,0.0
86,350.0,0.0
87,350.0,0.0
88,350.0,0.0
89,350.0,0.0
90,350.0,0.0
91,350.0,0.0
92,350.0,0.0
93,350.0,0.0
94,350.0,0.0
95,350.0,0.0
96,350.0,0.0
97,350.0,0.0
98,350.0,0.0
99,342.125,20.83529157463365
100,350.0,0.0
101,350.0,0.0
102,350.0,0.0
103,350.0,0.0
104,350.0,0.0
105,350.0,0.0
106,347.0,7.937253933193772
107,350.0,0.0
108,348.75,3.307189138830738
109,350.0,0.0
110,350.0,0.0
111,350.0,0.0
112,350.0,0.0
113,350.0,0.0
114,350.0,0.0
115,350.0,0.0
116,350.0,0.0
117,350.0,0.0
118,350.0,0.0
119,350.0,0.0
120,350.0,0.0
121,350.0,0.0
122,350.0,0.0
123,350.0,0.0
124,350.0,0.0
125,350.0,0.0
126,350.0,0.0
127,350.0,0.0
128,350.0,0.0
129,350.0,0.0
130,350.0,0.0
131,350.0,0.0
132,350.0,0.0
133,350.0,0.0
134,350.0,0.0
135,350.0,0.0
136,350.0,0.0
137,350.0,0.0
138,347.375,6.9450971915445505
139,350.0,0.0
140,350.0,0.0
141,350.0,0.0
142,350.0,0.0
143,350.0,0.0
144,350.0,0.0
145,350.0,0.0
146,350.0,0.0
147,350.0,0.0
148,350.0,0.0
149,350.0,0.0
150,350.0,0.0
151,350.0,0.0
152,350.0,0.0
153,350.0,0.0
154,350.0,0.0
155,350.0,0.0
156,350.0,0.0
157,350.0,0.0
158,350.0,0.0
159,350.0,0.0
160,350.0,0.0
161,350.0,0.0
162,350.0,0.0
163,350.0,0.0
164,350.0,0.0
165,350.0,0.0
166,350.0,0.0
167,350.0,0.0
168,350.0,0.0
169,350.0,0.0
170,350.0,0.0
171,350.0,0.0
172,350.0,0.0
173,350.0,0.0
174,350.0,0.0
175,350.0,0.0
176,350.0,0.0
177,350.0,0.0
178,350.0,0.0
179,350.0,0.0
180,350.0,0.0
181,350.0,0.0
182,350.0,0.0
183,350.0,0.0
184,350.0,0.0
185,350.0,0.0
186,350.0,0.0
187,350.0,0.0
188,350.0,0.0
189,350.0,0.0
190,350.0,0.0
191,350.0,0.0
192,350.0,0.0
193,350.0,0.0
194,350.0,0.0
195,350.0,0.0
196,350.0,0.0
197,350.0,0.0
198,350.0,0.0
199,350.0,0.0
200,350.0,0.0
201,350.0,0.0
202,350.0,0.0
203,350.0,0.0
204,350.0,0.0
205,350.0,0.0
206,350.0,0.0
207,350.0,0.0
208,350.0,0.0
209,350.0,0.0
210,350.0,0.0
211,350.0,0.0
212,350.0,0.0
213,350.0,0.0
214,350.0,0.0
215,350.0,0.0
216,350.0,0.0
217,350.0,0.0
218,350.0,0.0
219,350.0,0.0
220,350.0,0.0
221,350.0,0.0
222,350.0,0.0
223,350.0,0.0
224,350.0,0.0
225,350.0,0.0
226,350.0,0.0
227,350.0,0.0
228,350.0,0.0
229,350.0,0.0
230,350.0,0.0
231,350.0,0.0
232,350.0,0.0
233,350.0,0.0
234,350.0,0.0
235,350.0,0.0
236,350.0,0.0
237,350.0,0.0
238,350.0,0.0
239,350.0,0.0
240,350.0,0.0
241,350.0,0.0
242,350.0,0.0
243,350.0,0.0
244,350.0,0.0
245,350.0,0.0
246,350.0,0.0
247,350.0,0.0
248,350.0,0.0
249,350.0,0.0
250,350.0,0.0
251,350.0,0.0
252,350.0,0.0
253,350.0,0.0
254,350.0,0.0
255,350.0,0.0
256,350.0,0.0
257,350.0,0.0
258,350.0,0.0
259,350.0,0.0
260,350.0,0.0
261,350.0,0.0
262,350.0,0.0
263,350.0,0.0
264,350.0,0.0
265,350.0,0.0
266,350.0,0.0
267,350.0,0.0
268,350.0,0.0
269,350.0,0.0
270,350.0,0.0
271,350.0,0.0
272,350.0,0.0
273,350.0,0.0
274,350.0,0.0
275,350.0,0.0
276,350.0,0.0
277,350.0,0.0
278,350.0,0.0
279,350.0,0.0
280,350.0,0.0
281,350.0,0.0
282,350.0,0.0
283,350.0,0.0
284,350.0,0.0
285,350.0,0.0
286,350.0,0.0
287,350.0,0.0
288,350.0,0.0
289,350.0,0.0
290,350.0,0.0
291,350.0,0.0
292,350.0,0.0
293,350.0,0.0
294,350.0,0.0
295,350.0,0.0
296,350.0,0.0
297,350.0,0.0
298,350.0,0.0
299,350.0,0.0
300,350.0,0.0
301,350.0,0.0
302,350.0,0.0
303,350.0,0.0
304,350.0,0.0
305,350.0,0.0
306,350.0,0.0
307,350.0,0.0
308,350.0,0.0
309,350.0,0.0
310,350.0,0.0
311,350.0,0.0
312,350.0,0.0
313,350.0,0.0
314,350.0,0.0
315,350.0,0.0
316,350.0,0.0
317,350.0,0.0
318,350.0,0.0
319,350.0,0.0
320,350.0,0.0
321,350.0,0.0
322,350.0,0.0
323,350.0,0.0
324,350.0,0.0
325,350.0,0.0
326,350.0,0.0
327,350.0,0.0
328,350.0,0.0
329,350.0,0.0
330,350.0,0.0
331,350.0,0.0
332,350.0,0.0
333,350.0,0.0
334,350.0,0.0
335,350.0,0.0
336,350.0,0.0
337,350.0,0.0
338,350.0,0.0
339,350.0,0.0
340,350.0,0.0
341,350.0,0.0
342,350.0,0.0
343,350.0,0.0
344,350.0,0.0
345,350.0,0.0
346,350.0,0.0
347,350.0,0.0
348,350.0,0.0
349,350.0,0.0
350,350.0,0.0
351,350.0,0.0
352,350.0,0.0
353,350.0,0.0
354,350.0,0.0
355,350.0,0.0
356,350.0,0.0
357,350.0,0.0
358,350.0,0.0
359,350.0,0.0
360,350.0,0.0
361,350.0,0.0
362,350.0,0.0
363,350.0,0.0
364,350.0,0.0
365,350.0,0.0
366,350.0,0.0
367,350.0,0.0
368,350.0,0.0
369,350.0,0.0
370,350.0,0.0
371,350.0,0.0
372,350.0,0.0
373,350.0,0.0
374,350.0,0.0
375,350.0,0.0
376,350.0,0.0
377,350.0,0.0
378,350.0,0.0
379,350.0,0.0
380,350.0,0.0
381,350.0,0.0
382,350.0,0.0
383,350.0,0.0
384,350.0,0.0
385,350.0,0.0
386,350.0,0.0
387,350.0,0.0
388,350.0,0.0
389,350.0,0.0
390,350.0,0.0
391,350.0,0.0
392,350.0,0.0
393,350.0,0.0
394,344.5,14.551632210855248
395,350.0,0.0
396,350.0,0.0
397,350.0,0.0
398,350.0,0.0
399,350.0,0.0
400,350.0,0.0
401,350.0,0.0
402,350.0,0.0
403,350.0,0.0
404,350.0,0.0
405,350.0,0.0
406,350.0,0.0
407,350.0,0.0
408,350.0,0.0
409,350.0,0.0
410,350.0,0.0
411,350.0,0.0
412,350.0,0.0
413,350.0,0.0
414,350.0,0.0
415,350.0,0.0
416,350.0,0.0
417,339.875,26.78823202452898
418,350.0,0.0
419,350.0,0.0
420,350.0,0.0
421,350.0,0.0
422,350.0,0.0
423,350.0,0.0
424,338.0,31.74901573277509
425,350.0,0.0
426,350.0,0.0
427,350.0,0.0
428,350.0,0.0
429,350.0,0.0
430,350.0,0.0
431,350.0,0.0
432,350.0,0.0
433,350.0,0.0
434,350.0,0.0
435,350.0,0.0
436,350.0,0.0
437,350.0,0.0
438,350.0,0.0
439,350.0,0.0
440,350.0,0.0
441,350.0,0.0
442,350.0,0.0
443,350.0,0.0
444,350.0,0.0
445,350.0,0.0
446,350.0,0.0
447,350.0,0.0
448,350.0,0.0
449,350.0,0.0
450,350.0,0.0
451,350.0,0.0
452,350.0,0.0
453,350.0,0.0
454,350.0,0.0
455,350.0,0.0
456,350.0,0.0
457,350.0,0.0
458,350.0,0.0
459,350.0,0.0
460,350.0,0.0
461,350.0,0.0
462,350.0,0.0
463,350.0,0.0
464,350.0,0.0
465,350.0,0.0
466,350.0,0.0
467,350.0,0.0
468,350.0,0.0
469,350.0,0.0
470,350.0,0.0
471,350.0,0.0
472,350.0,0.0
473,350.0,0.0
474,350.0,0.0
475,350.0,0.0
476,350.0,0.0
477,335.625,38.03267509655349
478,350.0,0.0
479,350.0,0.0
480,350.0,0.0
481,350.0,0.0
482,350.0,0.0
483,350.0,0.0
484,350.0,0.0
485,350.0,0.0
486,350.0,0.0
487,350.0,0.0
488,350.0,0.0
489,350.0,0.0
490,350.0,0.0
491,350.0,0.0
492,350.0,0.0
493,350.0,0.0
494,350.0,0.0
495,350.0,0.0
496,350.0,0.0
497,350.0,0.0
498,350.0,0.0
499,350.0,0.0
500,350.0,0.0
501,350.0,0.0
502,350.0,0.0
503,350.0,0.0
504,350.0,0.0
505,350.0,0.0
506,350.0,0.0
507,350.0,0.0
508,350.0,0.0
509,350.0,0.0
510,350.0,0.0
511,349.5,1.3228756555322954
512,350.0,0.0
513,350.0,0.0
514,350.0,0.0
515,350.0,0.0
516,350.0,0.0
517,350.0,0.0
518,350.0,0.0
519,350.0,0.0
520,350.0,0.0
521,350.0,0.0
522,350.0,0.0
523,350.0,0.0
524,350.0,0.0
525,350.0,0.0
